FID,CLASS,ROUTE_NO,SEG_NO,NAME,DATA_SRC,DESIG,EDITDATE,STATUS,STATCODE,DESC_SEG,,,,,TRAILROUTE,SUBDIST,Meters,Miles,Publish,TRLNAME,TRLALTNAME,TRLLABEL,TRLFEATTYPE,TRLSTATUS,TRLSURFACE,TRLTYPE,TRLCLASS,TRLUSE,DISTRIBUTE,RESTRICTION,UNITCODE,UNITNAME,GROUPCODE,REGIONCODE,ISEXTANT,CREATEDATE,CREATEUSER,EDITUSER,MAPMETHOD,MAPSOURCE,SRCESCALE,SOURCEDATE,XYERROR,LOCATIONID,FEATUREID,GEOMETRYID,NOTES,INPLACES,PLACESID,GlobalID,SHAPE_Length
159,1,270,2,Apgar Bike Trail,Trimble Pro XRS,Paved trail,20050728,dGPS, ,Paved Bike Path HQ/Camel's Hump, Apgar VC,,,,T-270,Lake McDonald,236,0.15,Yes,Apgar Bike Trail,,Apgar Bike Trail,Park Trail,Existing,Asphalt,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46657,,{E7326C5F-B3B1-4AB7-BE22-65F6E7414394},,Yes,,{2C1BFE8A-2455-4D9B-8FCE-29FA1FC80A98},0.002560944
160,1,43,4,Lake McDonald,Garmin GPS, ,20120913,Digitized,MCDL,McDonald Lake CG, North Lake McDonald Rd,,,,T-043,Lake McDonald,3795,2.36,Yes,Lake McDonald,,Lake McDonald,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Garmin GPS,,,,45404,,{B8952F5C-CCFC-4142-A2F8-68335C60B812},,Yes,,{233A529B-F55D-4A3A-939C-6959FAB7DB72},0.038732949
161,1,67,8,South Boundary,DOQQ 1991, ,20040129,Imagery-old,OCT,Park Creek TH, Ole Creek Tr Jct,,,,T-067,Walton-Two Medicine,3392,2.11,Yes,South Boundary,,South Boundary,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQQ 1991,,,,46353,,{70BFC1DC-304D-4A6C-9D68-858EE40FE442},,Yes,,{D74F7FFB-19F4-47BB-A8DE-5652F3CF2B04},0.035716105
163,1,117,2,Siyeh Pass,2009 Border Imagery, ,20110909,Imagery,SYPT,Going to Sun Road at Baring Cr, Old Sexton Glacier Jct,,,,T-117,Saint Mary,7306,4.54,Yes,Siyeh Pass,,Siyeh Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46418,,{9C4EBFEC-F3AE-4504-B878-6E5A6AB51A4E},,Yes,,{C14D9B1F-9D06-421F-A0F5-96A7A60F9E70},0.080305971
164,2,109,4,Virginia Falls Viewpoint,Trimble Pro XRS, ,20040715,dGPS,SMLT,Virginia Falls bridge, base Virginia Falls,,,,T-109,Saint Mary,118,0.07,Yes,Virginia Falls Viewpoint,,Virginia Falls Viewpoint,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46413,,{788189E4-BB37-437A-87EC-9300C3ED2FA7},,Yes,,{933BA488-49F5-4B17-86DF-33E6CF990946},0.001268554
165,1,109,2,St Mary Lake,Trimble Pro XRS,Continental Divide Trail,20040715,dGPS,SMLT,Virginia Falls Viewpoint Tr Jct, St Mary Falls,,,,T-109,Saint Mary,1131,0.7,Yes,St Mary Lake,,St Mary Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46413,,{86D396BB-7206-4A26-83C4-2EBC154174F2},Continental Divide Trail,Yes,,{4A9818F9-5742-4B89-8AD9-FF032D72DB1F},0.012620646
166,1,135,3,Waterton Lake,Trimble GeoXT,Continental Divide Trail,20100825,dGPS,WLT,N Boundary Tr Jct, Boundary,,,,T-135,Chief Mountain,569,0.35,Yes,Waterton Lake,,Waterton Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46480,,{EAF7249C-B72C-4432-AE7F-2935091F4CD6},Continental Divide Trail,Yes,,{30F21A58-D952-47A6-8AAE-F2D2D9E92B51},0.006114057
167,1,137,1,North Boundary,Trimble GeoXT, ,20100825,dGPS,NBT,Waterton Lake Tr Jct, International Boundary,,,,T-137,Chief Mountain,8727,5.42,Yes,North Boundary,,North Boundary,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46481,,{BCA36F6C-CE2F-4587-91F4-99DFC2F52582},,Yes,,{0B5B4CD4-BF96-415E-8CB0-6FA23DEB07FD},0.111877662
168,1,135,2,Waterton Lake,Trimble Pro XRS,Continental Divide Trail,20040804,dGPS,WLT,Boulder Pass Tr Jct, N Boundary Tr Jct,,,,T-135,Chief Mountain,4727,2.94,Yes,Waterton Lake,,Waterton Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46480,,{F1287948-EB78-4F40-B902-650886073BA0},Continental Divide Trail,Yes,,{5800F44A-6D3C-483E-9736-C9158DB5B141},0.047133241
169,1,135,5,Waterton Lake,Trimble Pro XRS,Continental Divide Trail,20040804,dGPS,WLT,Suspension Bridge Spur,,,,,T-135,Chief Mountain,954,0.59,Yes,Waterton Lake,,Waterton Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46480,,{9B204193-1770-47A0-933B-7E1F2052B175},Continental Divide Trail,Yes,,{77E92C2D-2EBF-4375-BFC5-CA5ECDCB5D73},0.010229161
170,1,196,1,Rainbow Falls,Trimble GeoXT, ,20040210,dGPS,WLT,Waterton Lake Tr, Rainbow Falls,,,,T-196,Chief Mountain,661,0.41,Yes,Rainbow Falls,,Rainbow Falls,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT,,,,46609,,{109C1765-5C39-4FC8-BE6C-698A57733FDF},,Yes,,{203EA1A7-F540-437B-AE8F-E914075DACB6},0.007104033
171,1,6,12,Boulder Pass,Trimble Pro XRS, ,20040804,dGPS,BPT,Lake Janet CG, Waterton Valley Tr Jct,,,,T-006,Chief Mountain,5091,3.16,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44793,,{8EAC649A-50B3-4BBE-BD53-F7EF7310DAF3},,Yes,,{3CF35605-999E-46B6-8E9F-F316121B5D89},0.061602047
172,1,6,11,Boulder Pass,Trimble Pro XRS, ,20040804,dGPS,BPT,Lake Francis CG Tr Jct, Lake Janet CG,,,,T-006,Chief Mountain,3966,2.46,Yes,Boulder Pass,,Boulder Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44793,,{3E0B6D79-A2E7-43D7-A554-E9DF1DAE8DA4},,Yes,,{5A9AA51B-F7FF-4CFC-8584-448197EDA29A},0.052664505
173,1,12,1,Akokala Lake,Trimble Pro XRS, ,20040806,dGPS,ALT,West Lakes Tr Jct, Akokala Creek Tr Jct,,,,T-012,North Fork,5444,3.38,Yes,Akokala Lake,,Akokala Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44886,,{4127697E-F300-4B45-A9D6-4B5895D2C8B6},,Yes,,{751C4D9F-187E-48DB-A4F0-25155F8EFD65},0.060858469
174,1,12,2,Akokala Lake,Trimble Pro XRS, ,20040806,dGPS,ALT,Akokala Creek Tr Jct, Akokala L,,,,T-012,North Fork,3482,2.16,Yes,Akokala Lake,,Akokala Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44886,,{346D539B-0565-4380-83A3-66FF9F3316BB},,Yes,,{FA468DE4-53C5-4CC1-B24F-135FF2315246},0.041273486
175,3,11,1,Akokala Creek,Trimble Pro XRS, ,20040804,dGPS,ACT,North Fork Rd, Akokala Lake Tr (West Lakes) Jct,,,,T-011,North Fork,10873,6.76,Yes,Akokala Creek,,Akokala Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44883,,{CC98E861-20D0-41E6-B224-84E50A80E4F0},,Yes,,{4415A072-77B8-493E-BCDC-2AEEB2EFE875},0.1316081
176,1,38,1,Howe Lake,Trimble Pro XRS, ,20040913,dGPS,HLT,North Fork Rd, Howe L,,,,T-038,Lake McDonald,2541,1.58,Yes,Howe Lake,,Howe Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,45399,,{9E20DDF9-6434-48B3-8D93-FCB7D69A4C1F},,Yes,,{9007A56A-E69C-4BC1-A7C4-B29049D6EC07},0.031798802
177,1,113,12,Piegan Pass,Trimble Pro XRS, ,20041015,dGPS,SRCT,Sun Point Nature Trail Spur,,,,,T-113,Saint Mary,73,0.05,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46416,,{8C5D51D2-62B8-4A25-8E8D-CF51CD7AD6A2},,Yes,,{03EA5BED-085F-4690-8AD2-5CEAC10240F0},0.00089876
178,1,279,1,Gunsight Horse Trail Cutoff,Trimble Pro XRS, ,20041015,dGPS,SRCT,Going to Sun Rd, Piegan Pass Tr Jct,,,,T-279,Saint Mary,180,0.11,Yes,Gunsight Horse Trail Cutoff,,Gunsight Horse Trail Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46668,,{ADC4E8DA-03DE-402D-87F5-670548ECFA69},,Yes,,{4FC77791-75BF-420B-908F-FD82C901855C},0.002007704
179,1,113,1,Piegan Pass,Trimble Pro XRS, ,20041015,dGPS,PPTS,Sun Point, Siyeh Pass Tr Jct (Baring Cr),,,,T-113,Saint Mary,1056,0.66,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46416,,{EAC8128E-66FB-4C43-B939-CB501DF96DAC},,Yes,,{098914AD-63AD-4047-8F5E-3FDAD6DD99E5},0.013663875
180,1,113,12,Piegan Pass,Trimble Pro XRS, ,20041015,dGPS,SRCT,Sun Point Parking Spur,,,,,T-113,Saint Mary,53,0.03,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46416,,{4482042E-46D9-4B1A-879F-8808AB3A74FA},,Yes,,{A4DD9D7F-96E1-46DB-BEF1-90CABEA36D6D},0.000650235
181,1,43,1,Lake McDonald,Trimble Pro XRS, ,20050503,dGPS,MCDL,Apgar Inholder Rd, NF Rd @ Fern Cr,,,,T-043,Lake McDonald,1773,1.1,Yes,Lake McDonald,,Lake McDonald,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,45404,,{18B1D2D6-F122-463F-99CE-077A56ACF994},,Yes,,{E3518AFF-9D10-4221-A91E-6982B7794CF3},0.018609628
182,1,43,5,Lake McDonald,Trimble Pro XRS, ,20050503,dGPS,MCDL,Cutoff to Fish Creek CG,,,,,T-043,Lake McDonald,89,0.06,Yes,Lake McDonald,,Lake McDonald,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,45404,,{0DE3D27B-83D8-43B0-9CD7-3579C4C22915},,Yes,,{C2E120E7-9CAB-4CBD-BFE3-CA870195DD41},0.001149542
183,1,14,1,Numa Ridge,Trimble GeoXT/2099 Brdr I, ,20121001,dGPS,NLT,Bowman Lake Tr Jct, Numa LO,,,,T-014,North Fork,8035,4.99,Yes,Numa Ridge,,Numa Ridge,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble GeoXT/2099 Brdr I,,,,44889,,{DEA8A2F4-FB16-4E33-9567-5F5E81471C47},,Yes,,{AC4BC8E5-6C78-4531-AAC9-5C046355405B},0.089150087
184,1,15,2,Bowman Lake,Trimble Pro XRS, ,20050608,dGPS,BLT,Numa Ridge Tr Jct, Head Bowman Lake CG,,,,T-015,North Fork,9300,5.78,Yes,Bowman Lake,,Bowman Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44894,,{224C5630-18E3-4C58-9776-24A78C21BCDE},,Yes,,{25E9CA18-3939-4893-8B7D-A41DCB19ECC3},0.100820902
185,1,15,1,Bowman Lake,Trimble Pro XRS, ,20050608,dGPS,BLT,Foot of Bowman L, Numa Ridge Tr Jct,,,,T-015,North Fork,952,0.59,Yes,Bowman Lake,,Bowman Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,44894,,{F5A7C08A-A688-4B89-80F8-33C1DFD71B79},,Yes,,{85B87731-C148-4CBD-B83D-290FEA460237},0.010585978
186,1,113,11,Piegan Pass,Trimble Pro XRS, ,20050802,dGPS,PPTS,Josephine Walk Tr Jct, Many Glacier Hotel Rd,,,,T-113,Chief Mountain,3498,2.17,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46416,,{A1A2A540-B34F-4D04-A07C-77DE20D2D580},,Yes,,{37720338-CE0C-47B3-ABCD-B36688BF644E},0.038925535
187,1,181,1,Piegan Pass Cutoff,Trimble Pro XRS,Continental Divide Trail,20050802,dGPS, ,South Shore Josephine Lake Tr, Piegan Pass Tr,,,,T-181,Chief Mountain,127,0.08,Yes,Piegan Pass Cutoff,,Piegan Pass Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46607,,{A70C1F42-FAEB-4A90-B296-A9C3A184AC15},Continental Divide Trail,Yes,,{DF0AE40E-499F-4173-975C-831CC9D69832},0.001590374
188,1,57,1,McDonald Creek Cutoff,Trimble Pro XRS,Foot and Horse Concession Use,20050616,dGPS,MVT,Avalanche Campground Tr Jct, Upper McDonald Creek Tr,,,,T-057,Lake McDonald,1096,0.68,Yes,McDonald Creek Cutoff,,McDonald Creek Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46168,,{8EF3192A-A41E-4D6B-A4D0-43AD0D3503B2},,Yes,,{D8DEE870-B261-42CF-BE2D-A91A69C72A0F},0.011778668
189,1,59,1,Upper McDonald Creek,Trimble Pro XRS (adjustment),Foot and Horse Concession Use,20050616,dGPS,MVT,N McDonald Lake Rd, McDonald Creek Cutoff,,,,T-059,Lake McDonald,1415,0.88,Yes,Upper McDonald Creek,,Upper McDonald Creek,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS (adjustment),,,,46181,,{FE621EAA-504C-4B84-A181-5448B209E773},,Yes,,{C3D33947-E9F4-4D97-9AF8-689D2641C04A},0.016502642
190,1,58,1,Avalanche Cutoff,Trimble Pro XRS,Foot and Horse Concession Use,20050616,dGPS,MVT,Avalanche Campground Tr Jct, N McDonald Lake Rd,,,,T-058,Lake McDonald,499,0.31,Yes,Avalanche Cutoff,,Avalanche Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46180,,{3BEBE47C-B19F-41E1-8299-12C761A49B01},,Yes,,{44A88D77-A400-43E4-9E45-86F382660FAD},0.006057117
191,1,56,2,Avalanche Campground,Trimble Pro XRS,Foot and Horse Concession Use,20050616,dGPS,MVT,Avalanche Cutoff Tr Jct, McDonald Creek Cutoff Tr Jct,,,,T-056,Lake McDonald,154,0.1,Yes,Avalanche Campground,,Avalanche Campground,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46161,,{AC3D9099-5F5C-4D91-9075-F09B2EBF2C17},,Yes,,{29FD7E51-5E67-4CC9-9331-C4E8A007A85C},0.00164172
192,1,57,1,McDonald Creek Cutoff,Trimble Pro XRS, ,20050616,dGPS,MVT,Johns Lake Tr, McDonald Creek Tr,,,,T-057,Lake McDonald,68,0.04,Yes,McDonald Creek Cutoff,,McDonald Creek Cutoff,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46168,,{46BA1FD7-5659-4B5F-8521-38EDDBC5BE52},,Yes,,{94CC7FBA-951F-41E0-8299-804538F904E7},0.000888073
193,1,270,1,Apgar Bike Trail,DOQ 2002,Paved trail,20040211,Imagery, ,Paved Bike Path MF Bridge, Fire Cache,,,,T-270,Lake McDonald,293,0.18,Yes,Apgar Bike Trail,,Apgar Bike Trail,Park Trail,Existing,Asphalt,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQ 2002,,,,46657,,{B369E87B-3F2B-4ECE-8994-6F2C5CDCD73A},,Yes,,{8A5A687D-72BC-4457-94A6-FF984914EDC0},0.00346665
194,1,294,1,Goat Lick,DOQ 2002,Paved trail,20040211,Imagery, ,US 2 Goat Lick Parking Lot, Trail End,,,,T-294,Walton-Two Medicine,128,0.08,Yes,Goat Lick,,Goat Lick,Park Trail,Existing,Asphalt,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,DOQ 2002,,,,46694,,{6C04FA2B-0014-4B55-A033-BDEDBDA05B08},,Yes,,{39721E40-6361-4574-B2AD-3A7750287131},0.001287513
195,1,43,2,Lake McDonald,Trimble Pro XRS, ,20040604,dGPS,MCDL,North Fork Rd, Rocky Point Tr Jct,,,,T-043,Lake McDonald,793,0.49,Yes,Lake McDonald,,Lake McDonald,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,45404,,{0A92510C-1B1A-4831-BA7C-6CB25237C665},,Yes,,{24BE90C2-844A-403F-8B09-9CB3F77C2E49},0.010077067
196,1,67,9,South Boundary,Trimble Pro XRS, ,20040627,dGPS,SBTW,Ole Creek Tr Jct, Walton Ranger Station,,,,T-067,Walton-Two Medicine,1846,1.15,Yes,South Boundary,,South Boundary,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46353,,{488CF51B-94DB-4C57-8B0C-2F0F34001012},,Yes,,{6B4DDCDE-AF4C-4AC2-829B-A46DE9048857},0.021272332
197,3,67,10,South Boundary,Trimble Pro XRS, ,20040627,dGPS,SBTW,Ole Creek horse ford at Walton,,,,,T-067,Walton-Two Medicine,427,0.27,Yes,South Boundary,,South Boundary,Park Trail,Existing,Earth,Standard Terra Trail,Class 2: Minor Development,Very Low Use / Low level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46353,,{5E9C7668-098D-4449-8297-4A7FEE7CBA8D},,Yes,,{DBE5094D-7962-4927-A96E-9E61EFB93116},0.004808995
198,1,91,1,Scalplock,Trimble Pro XRS, ,20040610,dGPS,SLT,South Boundary Tr Jct, Scalplock LO,,,,T-091,Walton-Two Medicine,5747,3.57,Yes,Scalplock,,Scalplock,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46398,,{5596C8AF-6BBD-422B-B654-1355B02DB03A},,Yes,,{9AC6CDD6-5488-4EC0-9D7A-28DF6540AC49},0.058110582
199,1,66,1,Flattop Mountain,Trimble Pro XRS, ,20040706,dGPS,FMT,Packers Roost, Granite Park Tr Jct,,,,T-066,Lake McDonald,1400,0.87,Yes,Flattop Mountain,,Flattop Mountain,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46352,,{77985E36-38E3-4CAC-9377-137818848A9B},,Yes,,{277A63E8-3622-433F-ACE2-286C36323F75},0.01747693
200,1,283,1,Flattop CG Trail,Trimble Pro XRS, ,20040706,dGPS,FMT,Flattop Mountain Tr Jct, Flattop CG,,,,T-283,Lake McDonald,161,0.1,Yes,Flattop CG Trail,,Flattop CG Trail,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46677,,{839F2BA5-4867-4087-8928-F20CA6817DC0},,Yes,,{F499DE85-701A-41C5-93F1-F0B8E0BDFAA0},0.002148922
201,1,66,2,Flattop Mountain,Trimble Pro XRS, ,20040706,dGPS,FMT,Granite Park Tr Jct, Mineral Creek Tr  Jct,,,,T-066,Lake McDonald,2553,1.59,Yes,Flattop Mountain,,Flattop Mountain,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46352,,{897710E9-C0D1-480C-BAEE-F2A163DBE78C},,Yes,,{2CF07EE8-041B-49FA-86AB-F5F48EE779A2},0.030489358
202,1,66,3,Flattop Mountain,Trimble Pro XRS, ,20040706,dGPS,FMT,Mineral Creek Tr Jct, Flattop CG Spur Tr Jct,,,,T-066,Lake McDonald,4968,3.09,Yes,Flattop Mountain,,Flattop Mountain,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46352,,{A410012E-2A23-4BC9-BD71-803BE29B21AF},,Yes,,{CB6DF3EB-4A80-436D-B8B0-0E1187C3AE68},0.052167966
203,1,117,4,Siyeh Pass,2009 Border Imagery, ,20110909,Imagery,SYPT,Siyeh Pass, Piegan Pass Tr Jct (Preston Park),,,,T-117,Saint Mary,3126,1.94,Yes,Siyeh Pass,,Siyeh Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,2009 Border Imagery,,,,46418,,{BD9EDB77-5EAB-4613-8D60-22F2B54804BE},,Yes,,{FC1D09E0-AC00-4DBE-9969-C03409488795},0.038635806
204,1,113,6,Piegan Pass,Trimble Pro XRS,Continental Divide Trail,20050928,dGPS,PPTM,Siyeh Bend Tr Jct, Siyeh Pass Tr Jct,,,,T-113,Saint Mary,2445,1.52,Yes,Piegan Pass,,Piegan Pass,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46416,,{2ED46CE0-A16D-4902-A7C4-9EE6C9100C1D},Continental Divide Trail,Yes,,{A4040BCB-BCDC-48DD-A1A7-656D853A31E4},0.024222961
205,1,109,3,St Mary Lake,Trimble Pro XRS,Continental Divide Trail,20040715,dGPS,SMLT,St Mary Falls, Piegan Pass Tr Jct,,,,T-109,Saint Mary,804,0.5,Yes,St Mary Lake,,St Mary Lake,Park Trail,Existing,Earth,Standard Terra Trail,Class 3: Developed,Moderate to High Use / Highest level of maintenance,Public,Unrestricted,GLAC,Glacier National Park,,IMR,Yes,,,Park Staff,,Trimble Pro XRS,,,,46413,,{75A429F1-3008-45EC-AB63-8CCC5C6792BD},Continental Divide Trail,Yes,,{97D03053-08F1-40E1-8B4F-99A04322A560},0.009536262
